,CHR,START,END,SYMBOL,WestEurasia-Oceania,WestEurasia-America,WestEurasia-Africa,WestEurasia-EastAsia,WestEurasia-SouthAsia,WestEurasia-CentralAsiaSiberia,Oceania-America,Oceania-Africa,Oceania-EastAsia,Oceania-SouthAsia,Oceania-CentralAsiaSiberia,America-Africa,America-EastAsia,America-SouthAsia,America-CentralAsiaSiberia,Africa-EastAsia,Africa-SouthAsia,Africa-CentralAsiaSiberia,EastAsia-SouthAsia,EastAsia-CentralAsiaSiberia,SouthAsia-CentralAsiaSiberia
435,chrX,47857850,47867864,SLC38A5,0.01259,0.10337,0.01011,0.01123,0.02078,0.07782,0.10679,0.02415,0.0143,0.04337,0.06965,0.16176,0.10676,0.20101,0.02626,0.02125,0.01967,0.11922,0.04279,0.07223,0.15689
436,chrX,47970583,47979961,TBC1D25,0.01033,0.08268,0.01015,0.01243,0.02421,0.03982,0.12012,0.01716,0.01748,0.03452,0.05376,0.13081,0.07104,0.2029,0.0382,0.0221,0.02146,0.06565,0.04934,0.02881,0.11668
437,chrX,47990172,48001454,MRPL32P1,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
438,chrX,49279649,49288806,CLCN5,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
439,chrX,49361919,49371423,CLCN5,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
440,chrX,49566739,49579735,CCNB3,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
441,chrX,49585288,49595322,CCNB3,0.01033,0.08268,0.00891,0.01564,0.02421,0.06659,0.12012,0.01566,0.02024,0.03452,0.08551,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
442,chrX,49595322,49611465,CCNB3,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
443,chrX,49937997,49947613,SHROOM4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
444,chrX,49994675,50018301,SHROOM4,0.01078,0.08971,0.02286,0.01829,0.02112,0.07317,0.14821,0.02433,0.0283,0.02451,0.10894,0.17035,0.06191,0.2029,0.02461,0.05648,0.01293,0.14446,0.05793,0.04339,0.16525
445,chrX,50026154,50037056,SHROOM4,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
446,chrX,50052833,50065745,SHROOM4,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
447,chrX,51082686,51103413,MAGED1,0.02003,0.11564,0.01712,0.02993,0.01665,0.1242,0.09222,0.01566,0.01556,0.05723,0.08551,0.08813,0.05999,0.22,0.02133,0.0145,0.04685,0.08791,0.06706,0.05986,0.21717
448,chrX,51111477,51121594,MAGED1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
449,chrX,51153891,51164157,MAGED1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
450,chrX,52264360,52273837,FAM156A,0.01345,0.10224,0.00933,0.01313,0.01717,0.08477,0.10957,0.01684,0.01431,0.04131,0.07635,0.11463,0.09248,0.2029,0.02461,0.01353,0.027,0.08791,0.03994,0.06841,0.16525
451,chrX,52346099,52354499,GPR173,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
452,chrX,52380139,52399363,KANTR,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
453,chrX,52399363,52416592,KANTR,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
454,chrX,52464802,52476768,KDM5C,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
455,chrX,52669420,52680842,SMC1A,0.0133,0.08971,0.00878,0.01445,0.02112,0.07317,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
456,chrX,53234069,53249165,PHF8,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
457,chrX,53252895,53274863,PHF8,0.01521,0.09748,0.00998,0.02171,0.02241,0.03012,0.09222,0.01716,0.01556,0.05723,0.02534,0.10218,0.05999,0.22,0.05679,0.01805,0.03811,0.02858,0.06706,0.01509,0.09246
458,chrX,53292602,53301276,PHF8,0.01206,0.08268,0.00891,0.01014,0.02421,0.06659,0.09602,0.01882,0.01431,0.04786,0.06588,0.11463,0.08113,0.2029,0.02461,0.0145,0.027,0.08791,0.04152,0.05986,0.16525
459,chrX,53383843,53393521,FAM120C,0.0133,0.08971,0.00931,0.01153,0.02112,0.07317,0.09602,0.02249,0.01431,0.04786,0.06588,0.13081,0.08113,0.2029,0.02461,0.01805,0.02146,0.1023,0.04152,0.05986,0.16525
460,chrX,53398033,53422577,FAM120C,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
461,chrX,53426591,53441353,FAM120C,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
462,chrX,53441353,53449428,FAM120C,0.01689,0.10527,0.0088,0.02497,0.01589,0.07078,0.09602,0.02249,0.01563,0.04786,0.05157,0.13081,0.06191,0.2029,0.03014,0.02705,0.02146,0.08279,0.05793,0.03246,0.13988
463,chrX,53426591,53441353,RPL37P24,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
464,chrX,53495800,53509989,WNK3,0.01214,0.10527,0.0088,0.01566,0.02167,0.04266,0.12012,0.01716,0.01556,0.04443,0.04174,0.13081,0.08113,0.23046,0.04877,0.01805,0.02854,0.05087,0.05311,0.02559,0.11458
465,chrX,53563873,53578177,WNK3,0.0133,0.08971,0.00878,0.01829,0.03757,0.07317,0.09602,0.01882,0.01563,0.07612,0.06588,0.11463,0.06191,0.26134,0.02461,0.02125,0.04685,0.08791,0.08814,0.04339,0.21717
466,chrX,53852427,53895866,GNL3L,0.01119,0.09723,0.00904,0.00907,0.01834,0.04993,0.12012,0.01566,0.01434,0.03452,0.05376,0.11463,0.1045,0.2029,0.0382,0.01159,0.027,0.05469,0.02834,0.04925,0.11668
467,chrX,54228517,54237916,PFKFB1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
468,chrX,54354151,54368259,PAGE2B,0.01086,0.08433,0.01842,0.01577,0.03217,0.07663,0.10957,0.03027,0.01756,0.05133,0.08677,0.15702,0.06191,0.22262,0.02286,0.0444,0.01544,0.14256,0.07026,0.0503,0.20107
469,chrX,55025485,55044112,RRAGB,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
470,chrX,55543295,55552058,KLF8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
471,chrX,55565933,55574283,KLF8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
472,chrX,56103946,56112293,NBDY,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
473,chrX,56116922,56141215,NBDY,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
474,chrX,56293883,56358346,SPIN3,0.01143,0.10372,0.00886,0.00843,0.01813,0.02644,0.11446,0.01754,0.01603,0.03611,0.02956,0.1333,0.12666,0.20617,0.06329,0.01151,0.02147,0.03634,0.02133,0.03382,0.07335
475,chrX,56593016,56601908,FAAH2,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
476,chrX,56608087,56640189,FAAH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
477,chrX,56640189,56665947,FAAH2,0.01305,0.08315,0.00878,0.01761,0.02013,0.05415,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
478,chrX,56665947,56677413,FAAH2,0.01451,0.08997,0.00902,0.02049,0.02352,0.07475,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
479,chrX,56693335,56710713,FAAH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
480,chrX,56732071,56747983,FAAH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.05219,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
481,chrX,56750862,56787106,FAAH2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
482,chrX,56693335,56710713,MTHFD1P1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
483,chrX,56908216,56976280,LOC107985708,0.01117,0.09131,0.00943,0.01343,0.0276,0.06047,0.1095,0.01882,0.01563,0.04786,0.06588,0.13011,0.07626,0.21432,0.03137,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
484,chrX,56908216,56976280,NLRP2B,0.01117,0.09131,0.00943,0.01343,0.0276,0.06047,0.1095,0.01882,0.01563,0.04786,0.06588,0.13011,0.07626,0.21432,0.03137,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
485,chrX,62067971,62076501,ARHGEF9,0.01033,0.08268,0.00891,0.01243,0.02421,0.06659,0.12012,0.01566,0.01748,0.03452,0.08551,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
486,chrX,62105881,62122406,ARHGEF9,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
487,chrX,62696133,62717406,LOC112268307,0.01206,0.08268,0.00891,0.01215,0.02421,0.06659,0.09602,0.01882,0.01451,0.04786,0.06588,0.11463,0.06498,0.2029,0.02461,0.01687,0.027,0.08791,0.04558,0.04742,0.16525
488,chrX,62731788,62753723,LOC112268307,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
489,chrX,62696133,62717406,MTMR8,0.01206,0.08268,0.00891,0.01215,0.02421,0.06659,0.09602,0.01882,0.01451,0.04786,0.06588,0.11463,0.06498,0.2029,0.02461,0.01687,0.027,0.08791,0.04558,0.04742,0.16525
490,chrX,62731788,62753723,MTMR8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
491,chrX,62820722,62830597,MTMR8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
492,chrX,62731788,62753723,KPNA4P1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
493,chrX,63350602,63392726,ZC4H2,0.01582,0.09049,0.00958,0.0228,0.01481,0.07643,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
494,chrX,63418710,63436455,ZC4H2,0.01206,0.08268,0.01015,0.01243,0.03217,0.06659,0.09602,0.02249,0.01453,0.06051,0.06588,0.13081,0.07104,0.23046,0.02461,0.0221,0.02854,0.1023,0.06213,0.05113,0.18979
495,chrX,63442839,63451294,ZC4H2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
496,chrX,64601246,64616123,HEPH,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
497,chrX,64636493,64657292,HEPH,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
498,chrX,64660928,64678178,HEPH,0.01305,0.08315,0.00923,0.01761,0.02013,0.06827,0.09602,0.02161,0.01563,0.04786,0.06588,0.11715,0.06191,0.2029,0.02461,0.02563,0.02042,0.09282,0.05793,0.04339,0.16525
499,chrX,64695347,64711951,HEPH,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
500,chrX,65050451,65060470,EDA2R,0.0149,0.09723,0.00904,0.01693,0.01834,0.08024,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
501,chrX,66052220,66065314,AR,0.0133,0.08971,0.00878,0.01445,0.02112,0.07317,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
502,chrX,66095217,66106751,AR,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
503,chrX,66533972,66544615,OPHN1,0.01418,0.04811,0.03455,0.01938,0.01242,0.13723,0.04724,0.02383,0.01548,0.03611,0.12014,0.01971,0.02804,0.10377,0.04877,0.01513,0.06626,0.06565,0.04181,0.09338,0.21931
504,chrX,66551422,66559996,OPHN1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
505,chrX,66596683,66611074,OPHN1,0.01206,0.08268,0.00891,0.01564,0.03217,0.06659,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
506,chrX,66743113,66766279,OPHN1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
507,chrX,66797892,66806999,OPHN1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
508,chrX,66533972,66544615,RNU6-1225P,0.01418,0.04811,0.03455,0.01938,0.01242,0.13723,0.04724,0.02383,0.01548,0.03611,0.12014,0.01971,0.02804,0.10377,0.04877,0.01513,0.06626,0.06565,0.04181,0.09338,0.21931
509,chrX,66956356,66965761,YIPF6,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
510,chrX,68092178,68105628,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
511,chrX,68110095,68118646,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
512,chrX,68126238,68141129,EDA,0.01059,0.08971,0.00878,0.01445,0.02112,0.07317,0.12012,0.01566,0.01748,0.03452,0.08551,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
513,chrX,68141129,68157208,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
514,chrX,68158574,68177106,EDA,0.01689,0.10527,0.00971,0.02497,0.01589,0.08783,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
515,chrX,68181336,68189663,EDA,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
516,chrX,68197956,68208276,EDA,0.0149,0.09723,0.00904,0.02139,0.02488,0.06409,0.09602,0.01882,0.01563,0.06051,0.05157,0.11463,0.06191,0.23046,0.03014,0.02125,0.03567,0.07009,0.07188,0.03246,0.16264
517,chrX,68224356,68234359,EDA,0.01214,0.10527,0.0088,0.02497,0.02167,0.05571,0.12012,0.01716,0.02024,0.04443,0.05376,0.13081,0.06191,0.23046,0.0382,0.02705,0.02854,0.06565,0.07188,0.02402,0.13757
518,chrX,68247721,68262939,EDA,0.01206,0.08268,0.01015,0.01564,0.02421,0.06659,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
519,chrX,68283500,68296172,EDA,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
520,chrX,68316598,68325660,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
521,chrX,68371385,68379638,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.07744,0.09602,0.01882,0.01563,0.04786,0.07438,0.11463,0.06191,0.2029,0.02164,0.02125,0.027,0.09821,0.05793,0.05258,0.17241
522,chrX,68415630,68424984,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
523,chrX,68438547,68454202,EDA,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
524,chrX,68126238,68141129,LOC124905293,0.01059,0.08971,0.00878,0.01445,0.02112,0.07317,0.12012,0.01566,0.01748,0.03452,0.08551,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
525,chrX,68371385,68379638,CNOT7P1,0.01206,0.08268,0.00891,0.01564,0.02421,0.07744,0.09602,0.01882,0.01563,0.04786,0.07438,0.11463,0.06191,0.2029,0.02164,0.02125,0.027,0.09821,0.05793,0.05258,0.17241
526,chrX,68584188,68599506,IGBP1,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
527,chrX,68584188,68599506,LOC107985683,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
528,chrX,68619403,68631136,DGAT2L6,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
529,chrX,68763797,68773257,KIF4A,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
530,chrX,68796567,68808449,KIF4A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
531,chrX,68809449,68819101,KIF4A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
532,chrX,68843489,68851606,KIF4A,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
533,chrX,68976801,68985846,TEX11,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
534,chrX,68988414,69006880,TEX11,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
535,chrX,69009600,69025214,TEX11,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
536,chrX,69025214,69038108,TEX11,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
537,chrX,69044152,69057398,TEX11,0.02544,0.13305,0.0145,0.03175,0.01063,0.09425,0.09602,0.01882,0.01453,0.04786,0.05157,0.11463,0.07104,0.2029,0.03014,0.01741,0.027,0.07009,0.04934,0.03874,0.13988
538,chrX,69084233,69098298,TEX11,0.0133,0.08971,0.00931,0.01829,0.02112,0.07317,0.09602,0.02249,0.01563,0.04786,0.06588,0.13081,0.06191,0.2029,0.02461,0.02705,0.02146,0.1023,0.05793,0.04339,0.16525
539,chrX,69116255,69131908,TEX11,0.0149,0.09723,0.00885,0.01693,0.01834,0.08024,0.09602,0.02249,0.01453,0.04786,0.06588,0.13081,0.07104,0.2029,0.02461,0.0221,0.02146,0.1023,0.04934,0.05113,0.16525
540,chrX,69267274,69281504,TEX11,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
541,chrX,69294300,69303530,TEX11,0.01117,0.07611,0.00943,0.01343,0.03624,0.06047,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
542,chrX,69267274,69281504,SNORD3E,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
543,chrX,70392072,70408299,NHSL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
544,chrX,70442264,70450776,NHSL2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
