,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia,i
6796,6,165724057,165733204,0.04664,0.17692,0.0255,0.0211,0.01087,0.03168,0.3675,0.01828,0.10732,0.0621,0.01361,0.30457,0.14922,0.21713,0.30449,0.07867,0.04445,0.01389,0.03138,0.07625,0.04142,6796.0
6798,6,166494766,166502814,0.0447,0.22723,0.01011,0.04251,0.01845,0.01476,0.10453,0.03913,0.01591,0.06592,0.02358,0.16428,0.09531,0.18183,0.165,0.04551,0.03704,0.0171,0.08429,0.02455,0.03645,6798.0
6820,7,150302,161182,0.09007,0.02494,0.09929,0.37616,0.01494,0.20448,0.16235,0.01549,0.15306,0.10988,0.04023,0.19744,0.50781,0.01882,0.27301,0.15067,0.14375,0.035,0.42453,0.05816,0.19063,6820.0
6821,7,200428,229295,0.01044,0.01683,0.02066,0.04388,0.24408,0.02051,0.01475,0.02035,0.08406,0.24762,0.03806,0.01453,0.09683,0.20077,0.05506,0.12691,0.19045,0.06608,0.47033,0.03388,0.38839,6821.0
6877,7,13277989,13280885,0.00945,0.26368,0.02096,0.01021,0.0199,0.02413,0.21866,0.03646,0.01657,0.0352,0.03985,0.24739,0.19621,0.22558,0.30195,0.04167,0.0,0.0,0.04167,0.04167,0.0,6877.0
6929,7,31314358,31323417,0.03554,0.02272,0.07122,0.01545,0.05904,0.23029,0.10012,0.02851,0.02291,0.02501,0.13965,0.16436,0.05467,0.1497,0.36672,0.05747,0.02095,0.07046,0.05304,0.18639,0.08357,6929.0
6930,7,31590082,31592811,0.00952,0.13975,0.02421,0.18656,0.0682,0.03905,0.18093,0.03895,0.20693,0.10309,0.03371,0.09024,0.65955,0.02718,0.3099,0.37625,0.0482,0.1017,0.56352,0.11306,0.19457,6930.0
6973,7,48651979,48655160,0.04331,0.04562,0.018,0.03487,0.18589,0.04648,0.0,0.03704,0.0,0.35182,0.0,0.03704,0.0,0.36032,0.0,0.03704,0.26307,0.03704,0.31219,0.0,0.36331,6973.0
6981,7,51591625,51605087,0.00965,0.05498,0.03001,0.12085,0.01362,0.0154,0.0451,0.02936,0.16949,0.0175,0.02387,0.01839,0.24464,0.03456,0.08948,0.2738,0.02776,0.06253,0.23774,0.09753,0.03333,6981.0
7000,7,56867129,56942067,0.03258,0.17902,0.01284,0.02667,0.0124,0.04725,0.29519,0.07152,0.01588,0.03615,0.13407,0.13203,0.24103,0.19383,0.0673,0.06354,0.03485,0.03146,0.03692,0.10697,0.06875,7000.0
7005,7,57116863,57121037,0.02627,0.01133,0.0122,0.1984,0.0327,0.03195,0.04699,0.05125,0.35522,0.01837,0.01228,0.01409,0.17697,0.05854,0.05336,0.19552,0.07306,0.05549,0.39914,0.3548,0.0151,7005.0
7023,7,65587597,65591734,0.01208,0.07875,0.06295,0.02038,0.03235,0.00965,0.1293,0.04807,0.04274,0.0632,0.01225,0.27468,0.06944,0.04545,0.11611,0.13399,0.1688,0.05557,0.02765,0.03498,0.0534,7023.0
7041,7,70420062,70427034,0.01084,0.2111,0.03426,0.19454,0.03226,0.00979,0.2561,0.03709,0.28219,0.03704,0.01889,0.32868,0.01479,0.30528,0.17875,0.40054,0.02043,0.05366,0.38372,0.18057,0.05111,7041.0
7050,7,73820592,73832143,0.019,0.01216,0.01267,0.05292,0.07246,0.01057,0.04091,0.04127,0.11977,0.045,0.03461,0.0141,0.06138,0.13035,0.01128,0.08935,0.13794,0.01379,0.26413,0.05515,0.11198,7050.0
7053,7,74438750,74439986,0.00885,0.25202,0.01218,0.0172,0.18662,0.10895,0.23342,0.01735,0.02366,0.20378,0.10496,0.26336,0.18139,0.47811,0.44413,0.0429,0.22196,0.08987,0.32673,0.17459,0.05837,7053.0
7091,7,86227550,86250612,0.01933,0.03959,0.07888,0.01339,0.144,0.00863,0.02564,0.13888,0.01798,0.22442,0.02042,0.18729,0.04167,0.28339,0.04371,0.10804,0.03259,0.09119,0.18355,0.01644,0.16238,7091.0
7102,7,89519374,89532632,0.01944,0.04874,0.01943,0.05353,0.04849,0.03502,0.02785,0.01517,0.12445,0.04509,0.01665,0.02935,0.20384,0.02273,0.01447,0.1254,0.05437,0.01784,0.20798,0.16791,0.02898,7102.0
7104,7,89810061,89813506,0.07901,0.00849,0.05918,0.02199,0.05076,0.14398,0.08577,0.01609,0.16014,0.01838,0.02435,0.07017,0.03071,0.06333,0.15002,0.15363,0.02063,0.03291,0.15209,0.22749,0.03711,7104.0
7109,7,91030116,91040927,0.009,0.01861,0.28337,0.01107,0.41932,0.14274,0.02564,0.25366,0.01618,0.39174,0.11579,0.33752,0.04167,0.49358,0.16927,0.22743,0.04088,0.04082,0.36781,0.0946,0.10185,7109.0
7117,7,93325683,93333643,0.01203,0.01135,0.04837,0.03961,0.01309,0.13173,0.02518,0.09312,0.07966,0.0164,0.20988,0.04301,0.03557,0.02745,0.12529,0.02027,0.10697,0.04709,0.09397,0.05744,0.2289,7117.0
7124,7,97387040,97403300,0.01396,0.06576,0.01619,0.01201,0.18174,0.02164,0.11685,0.04,0.02959,0.17112,0.01354,0.04254,0.05746,0.47782,0.14127,0.02124,0.32795,0.05169,0.2926,0.0381,0.13651,7124.0
7126,7,97653914,97661718,0.06514,0.06206,0.01804,0.07203,0.01044,0.06643,0.22203,0.03506,0.01657,0.06304,0.01177,0.14876,0.27832,0.0987,0.21611,0.04984,0.02874,0.03293,0.08855,0.01506,0.05939,7126.0
7130,7,99461089,99463771,0.01826,0.41422,0.0172,0.01689,0.05307,0.01878,0.40388,0.0,0.0,0.10656,0.0,0.35644,0.34038,0.20165,0.42338,0.0,0.09879,0.0,0.09617,0.0,0.10976,7130.0
7134,7,100325679,100337066,0.0271,0.02497,0.12331,0.08115,0.02555,0.01639,0.08362,0.25835,0.0559,0.09586,0.06431,0.07023,0.17838,0.01524,0.01269,0.42551,0.0763,0.08821,0.24932,0.15136,0.01693,7134.0
7157,7,109429220,109446016,0.05088,0.20271,0.00996,0.14842,0.14512,0.01727,0.09373,0.0614,0.07731,0.37378,0.02689,0.27205,0.01481,0.68195,0.16723,0.24073,0.24753,0.02164,0.66635,0.13195,0.2568,7157.0
7163,7,110581769,110586066,0.01351,0.01351,0.0542,0.01351,0.25964,0.01351,0.0,0.0596,0.0,0.24237,0.0,0.06065,0.0,0.24879,0.0,0.05517,0.11438,0.06103,0.21324,0.0,0.25106,7163.0
7169,7,112433579,112482530,0.06217,0.01175,0.10077,0.03685,0.03825,0.00861,0.05249,0.31094,0.19776,0.0193,0.06887,0.14832,0.06699,0.0352,0.01288,0.039,0.24559,0.12206,0.15221,0.05005,0.04556,7169.0
7185,7,118823651,118834782,0.01079,0.03077,0.00991,0.34787,0.03771,0.02505,0.04822,0.01759,0.43868,0.06342,0.04058,0.03585,0.27791,0.01664,0.01153,0.48655,0.05679,0.02954,0.27459,0.28732,0.01795,7185.0
7186,7,118834782,118898739,0.00931,0.03389,0.01373,0.10145,0.02845,0.03173,0.03339,0.0232,0.13405,0.03459,0.03058,0.07157,0.07636,0.01515,0.01115,0.22932,0.07556,0.06531,0.11669,0.07016,0.01473,7186.0
7210,7,126045809,126051767,0.00956,0.01013,0.08138,0.12239,0.01045,0.07066,0.01224,0.08457,0.19881,0.01677,0.06217,0.07718,0.19771,0.01616,0.05754,0.37803,0.09036,0.01479,0.19976,0.28006,0.06102,7210.0
7211,7,127214739,127218295,0.04752,0.10714,0.17254,0.17914,0.01266,0.31914,0.27095,0.0701,0.08153,0.03627,0.16365,0.58192,0.55885,0.19289,0.67644,0.02174,0.18259,0.04582,0.19126,0.02874,0.2887,7211.0
7249,7,142453704,142486666,0.03736,0.13534,0.03117,0.22323,0.01854,0.16454,0.27633,0.01532,0.20915,0.09169,0.08611,0.25677,0.55733,0.08048,0.49153,0.25888,0.09272,0.09774,0.44317,0.09628,0.28101,7249.0
7252,7,143454872,143572547,0.01019,0.06344,0.01648,0.01646,0.21432,0.0131,0.04392,0.02753,0.01774,0.2203,0.02057,0.0966,0.03022,0.31253,0.08227,0.0451,0.22041,0.01378,0.24904,0.03091,0.16125,7252.0
7268,7,149714253,149717356,0.01351,0.27218,0.01351,0.01351,0.01351,0.01351,0.22869,0.0,0.0,0.0,0.0,0.19669,0.18636,0.17878,0.24254,0.0,0.0,0.0,0.0,0.0,0.0,7268.0
7278,7,152573933,152581312,0.01114,0.13616,0.01159,0.06722,0.03899,0.00835,0.10552,0.01517,0.05863,0.07692,0.01465,0.0996,0.02609,0.21123,0.13577,0.0637,0.09135,0.01603,0.21048,0.07892,0.0515,7278.0
7287,7,153919163,153921790,0.00929,0.13941,0.01018,0.31451,0.0199,0.04639,0.11495,0.01516,0.29441,0.0352,0.03936,0.10014,0.05633,0.13324,0.04481,0.27009,0.03704,0.03674,0.33105,0.16357,0.06877,7287.0
7308,7,158265783,158291398,0.01372,0.01393,0.01398,0.12335,0.03893,0.01416,0.03388,0.03505,0.21955,0.08397,0.03443,0.0141,0.11682,0.02958,0.01111,0.14638,0.03806,0.01373,0.08211,0.11616,0.02888,7308.0
7310,7,158498935,158503340,0.01156,0.09246,0.01182,0.16014,0.0597,0.00837,0.12968,0.02591,0.24554,0.07692,0.01435,0.06788,0.03238,0.24343,0.10267,0.1591,0.12944,0.01665,0.45537,0.19848,0.08656,7310.0
7328,8,2246200,2270044,0.00953,0.20156,0.04382,0.01596,0.01115,0.0111,0.19646,0.10637,0.03745,0.02304,0.02617,0.28924,0.22355,0.19898,0.27177,0.06377,0.16919,0.13468,0.0365,0.0216,0.0171,7328.0
7348,8,4122402,4125338,0.00997,0.42392,0.02451,0.40545,0.38075,0.07224,0.37165,0.02313,0.38829,0.36766,0.05455,0.28463,0.01484,0.01526,0.22176,0.31694,0.29909,0.02615,0.02229,0.22068,0.20114,7348.0
7354,8,6173776,6187885,0.06656,0.01131,0.01433,0.04244,0.16394,0.00833,0.10787,0.04954,0.21534,0.47201,0.07912,0.03014,0.03692,0.17894,0.01424,0.09889,0.3255,0.01915,0.11503,0.05492,0.21839,7354.0
7359,8,6825031,6826568,0.06205,0.03389,0.21203,0.05053,0.15913,0.08418,0.15321,0.06993,0.16953,0.04953,0.01313,0.38439,0.03097,0.31307,0.18112,0.41399,0.02199,0.054,0.34862,0.18899,0.03709,7359.0
7360,8,6826568,6828277,0.06205,0.03389,0.21203,0.05053,0.14965,0.08418,0.15321,0.06993,0.16953,0.04385,0.01313,0.38439,0.03097,0.30739,0.18112,0.41399,0.02413,0.054,0.34758,0.18899,0.03224,7360.0
7371,8,9497470,9502145,0.02176,0.06749,0.01308,0.13904,0.25986,0.03615,0.02907,0.01793,0.08808,0.20038,0.01449,0.04397,0.03117,0.09999,0.01745,0.12527,0.2548,0.02374,0.05894,0.05818,0.15085,7371.0
7376,8,11245462,11247411,0.07145,0.0681,0.08394,0.27281,0.21536,0.30949,0.24481,0.01679,0.14646,0.09803,0.13159,0.28317,0.57989,0.4995,0.58433,0.15257,0.0961,0.11689,0.03383,0.02092,0.01532,7376.0
7397,8,16200707,16207998,0.04713,0.40556,0.05929,0.01171,0.01279,0.03169,0.2354,0.01616,0.03576,0.03304,0.01371,0.2048,0.31104,0.29679,0.27139,0.05219,0.04884,0.01932,0.02187,0.02394,0.02222,7397.0
7421,8,22996194,23001045,0.01351,0.06787,0.01351,0.34822,0.01351,0.01351,0.07939,0.0,0.36519,0.0,0.0,0.06919,0.13786,0.06373,0.08399,0.33333,0.0,0.0,0.31356,0.37775,0.0,7421.0
7422,8,23003088,23003688,0.01351,0.06508,0.01351,0.34141,0.01351,0.01351,0.07688,0.0,0.35758,0.0,0.0,0.06711,0.13832,0.06189,0.08129,0.32614,0.0,0.0,0.30666,0.37001,0.0,7422.0
7423,8,23007163,23022425,0.01351,0.06014,0.01351,0.32243,0.01351,0.01351,0.07227,0.0,0.34053,0.0,0.0,0.0633,0.12929,0.05851,0.07633,0.31007,0.0,0.0,0.29129,0.35261,0.0,7423.0
7430,8,25066490,25070878,0.17293,0.20315,0.01096,0.26763,0.03297,0.13571,0.01256,0.12926,0.02349,0.07347,0.02415,0.14837,0.01919,0.08551,0.03079,0.24255,0.03651,0.09966,0.15316,0.06,0.04438,7430.0
7477,8,36369124,36370951,0.01033,0.31146,0.01351,0.0162,0.01351,0.01351,0.2504,0.02564,0.01764,0.02564,0.02564,0.24688,0.19516,0.22511,0.30136,0.04167,0.0,0.0,0.04167,0.04167,0.0,7477.0
7480,8,37930161,37955499,0.03052,0.00906,0.02158,0.24528,0.02992,0.01162,0.02696,0.01615,0.14939,0.08831,0.05447,0.02181,0.23222,0.04677,0.01822,0.16843,0.09134,0.04451,0.32936,0.30331,0.03358,7480.0
7486,8,39225975,39389130,0.03236,0.19255,0.05869,0.17019,0.01175,0.18986,0.10046,0.02228,0.10784,0.05368,0.09644,0.06079,0.01571,0.24563,0.01119,0.07808,0.10455,0.05702,0.28315,0.01586,0.23784,7486.0
7554,8,72213953,72218293,0.04311,0.16522,0.0099,0.05335,0.1128,0.00919,0.36,0.04939,0.01779,0.28197,0.03836,0.24439,0.43195,0.0,0.22956,0.07231,0.19759,0.01452,0.36596,0.05352,0.17037,7554.0
7587,8,82044620,82047007,0.12255,0.0173,0.10107,0.14214,0.13491,0.20074,0.09449,0.01518,0.04611,0.04505,0.05435,0.08325,0.14013,0.1344,0.18357,0.05516,0.05436,0.06101,0.0,0.0,0.0,7587.0
7603,8,87187664,87193630,0.01009,0.01424,0.04385,0.07494,0.05853,0.03563,0.01365,0.07391,0.07053,0.09908,0.05633,0.08498,0.0518,0.10686,0.07136,0.23134,0.03704,0.01751,0.26654,0.20345,0.03645,7603.0
7638,8,96874198,96891653,0.00914,0.26008,0.01744,0.02649,0.04427,0.04513,0.24158,0.02917,0.04485,0.07692,0.0686,0.29501,0.31449,0.34698,0.41061,0.02404,0.05437,0.02994,0.04167,0.01771,0.02174,7638.0
7675,8,112293525,112300229,0.23164,0.40044,0.38714,0.53153,0.30867,0.4558,0.04718,0.0496,0.12383,0.02502,0.06617,0.0141,0.03842,0.02329,0.01291,0.04409,0.03004,0.01502,0.09144,0.02863,0.03273,7675.0
7705,8,120148758,120161381,0.01042,0.16444,0.05186,0.21421,0.04854,0.07716,0.20767,0.05697,0.28466,0.05603,0.07571,0.34626,0.0367,0.32389,0.41239,0.43942,0.02047,0.01517,0.42206,0.48193,0.0155,7705.0
7707,8,120780260,120788332,0.00926,0.017,0.07568,0.01581,0.37514,0.01384,0.02564,0.06673,0.02564,0.33978,0.01437,0.10998,0.0,0.40489,0.0326,0.09376,0.1661,0.04587,0.35323,0.02941,0.30351,7707.0
7722,8,123113170,123115458,0.01856,0.10526,0.08275,0.23064,0.14357,0.05585,0.06322,0.04511,0.16172,0.09593,0.02827,0.01995,0.0351,0.01764,0.02494,0.07099,0.03719,0.01512,0.02961,0.08448,0.04168,7722.0
7745,8,129750987,129785371,0.02087,0.01535,0.07919,0.0487,0.11109,0.13359,0.05076,0.04908,0.12179,0.08339,0.07968,0.13876,0.03377,0.18677,0.19744,0.24819,0.02679,0.01802,0.32453,0.29134,0.01493,7745.0
7750,8,131850410,131853000,0.04602,0.18798,0.01144,0.02352,0.01553,0.01727,0.38925,0.06833,0.11531,0.02995,0.02342,0.19992,0.16421,0.34693,0.30296,0.02726,0.03602,0.03132,0.07257,0.06203,0.01486,7750.0
7751,8,132262071,132282186,0.07561,0.04431,0.04692,0.01454,0.02684,0.0533,0.2248,0.01944,0.07365,0.03353,0.01838,0.16859,0.08413,0.11569,0.18661,0.04986,0.02538,0.01386,0.02989,0.04111,0.0183,7751.0
7761,8,137158967,137164262,0.04123,0.16896,0.10759,0.16761,0.21278,0.17564,0.07086,0.04314,0.09375,0.14232,0.07381,0.01925,0.01713,0.03303,0.01112,0.03507,0.06666,0.01949,0.03067,0.01647,0.03231,7761.0
7772,8,140325979,140334533,0.0,0.0,0.0,0.20622,0.0,0.0,0.0,0.0,0.18156,0.0,0.0,0.0,0.18678,0.0,0.0,0.16429,0.0,0.0,0.15405,0.18865,0.0,7772.0
7780,8,143397187,143399826,0.01351,0.01351,0.10776,0.23056,0.21743,0.05487,0.0,0.10413,0.21309,0.20312,0.0531,0.1071,0.21924,0.20854,0.05506,0.05002,0.04853,0.02359,0.02175,0.0896,0.08462,7780.0
7786,8,144632219,144636475,0.00897,0.11175,0.01143,0.0253,0.09691,0.10004,0.15082,0.01828,0.03946,0.15158,0.1009,0.12327,0.06512,0.01899,0.3731,0.03052,0.14438,0.12697,0.0917,0.18204,0.33347,7786.0
7794,8,146279935,146301739,0.00892,0.02762,0.0148,0.20277,0.01044,0.01063,0.03824,0.02284,0.2115,0.01659,0.01518,0.01978,0.34682,0.03902,0.02174,0.27416,0.02655,0.01468,0.21502,0.25628,0.01647,7794.0
7874,9,17908118,17919224,0.02846,0.39384,0.07336,0.02575,0.05745,0.12342,0.4888,0.0473,0.01587,0.03599,0.08665,0.54974,0.44819,0.5082,0.63729,0.06554,0.02562,0.07155,0.05016,0.11675,0.09597,7874.0
7883,9,22489577,22509490,0.00978,0.17371,0.08793,0.12275,0.08909,0.09429,0.22249,0.12837,0.17979,0.13351,0.1221,0.031,0.01561,0.0244,0.03399,0.02964,0.02119,0.01417,0.02654,0.02706,0.01688,7883.0
7890,9,23353862,23377802,0.04785,0.15478,0.06792,0.08762,0.01062,0.01158,0.36741,0.02102,0.28327,0.05183,0.03532,0.42723,0.02136,0.18271,0.22095,0.36612,0.08941,0.06003,0.13712,0.14617,0.01618,7890.0
7948,9,44726804,44890106,0.02367,0.17,0.08353,0.18609,0.05829,0.17678,0.09196,0.04169,0.12949,0.135,0.09417,0.02926,0.02511,0.39769,0.01192,0.06711,0.31536,0.02678,0.49386,0.03552,0.46642,7948.0
7950,9,45618984,45815168,0.00952,0.0838,0.06977,0.0111,0.18192,0.01165,0.11015,0.10798,0.02094,0.35654,0.01327,0.01408,0.12872,0.1052,0.07127,0.13374,0.12651,0.06636,0.38106,0.02325,0.22327,7950.0
7951,9,45865708,46095771,0.01832,0.04708,0.03972,0.27299,0.02587,0.07934,0.02476,0.02509,0.22703,0.01845,0.04424,0.01417,0.12799,0.01921,0.01477,0.13169,0.02343,0.01802,0.17898,0.09952,0.02969,7951.0
7953,9,46561617,47059521,0.02113,0.00876,0.03986,0.02623,0.10775,0.00836,0.02934,0.0214,0.08545,0.07963,0.0298,0.05501,0.03003,0.13464,0.01129,0.14704,0.05657,0.06123,0.24991,0.04009,0.15524,7953.0
7963,9,71737799,71744519,0.02576,0.12677,0.01322,0.04222,0.08925,0.01204,0.05944,0.04826,0.10513,0.17812,0.01781,0.14041,0.20338,0.26556,0.09946,0.04253,0.11861,0.02886,0.05671,0.08189,0.16328,7963.0
7999,9,85757768,85862137,0.01138,0.15317,0.00991,0.01874,0.12204,0.01445,0.23272,0.01805,0.04003,0.21574,0.02979,0.18211,0.11057,0.01595,0.12553,0.02986,0.18534,0.0192,0.12309,0.01504,0.11545,7999.0
8016,9,92175601,92178115,0.01305,0.00858,0.01389,0.01193,0.29563,0.06067,0.01849,0.01517,0.02856,0.41101,0.09175,0.0206,0.01595,0.32049,0.05757,0.03292,0.41002,0.08499,0.27833,0.04013,0.12979,8016.0
8051,9,106567809,106570640,0.01883,0.01152,0.04748,0.12225,0.0571,0.09549,0.04001,0.03056,0.11585,0.04297,0.06028,0.08933,0.20789,0.10812,0.14941,0.06287,0.02219,0.02179,0.0525,0.02696,0.01701,8051.0
8072,9,113022591,113030450,0.01905,0.18036,0.16875,0.06787,0.08714,0.213,0.33262,0.13833,0.04539,0.06407,0.15594,0.66174,0.46187,0.52271,0.6127,0.04796,0.03553,0.01483,0.0238,0.05091,0.03612,8072.0
8074,9,113477018,113486754,0.01267,0.08192,0.0287,0.12293,0.02657,0.00851,0.05332,0.05912,0.09585,0.05531,0.01399,0.13287,0.02049,0.12073,0.07131,0.22444,0.0,0.038,0.21018,0.11682,0.03601,8074.0
8083,9,117078658,117098682,0.03702,0.013,0.03469,0.10512,0.01215,0.02314,0.11278,0.01515,0.06118,0.09135,0.01699,0.13228,0.31133,0.01609,0.08509,0.07337,0.12361,0.01913,0.30394,0.10282,0.06751,8083.0
8112,9,129517756,129524558,0.01211,0.10442,0.15122,0.01788,0.01413,0.09255,0.17641,0.14564,0.04022,0.01652,0.06925,0.52744,0.07809,0.20945,0.35328,0.26937,0.15044,0.02852,0.05256,0.14398,0.06119,8112.0
8113,9,130181527,130186301,0.01143,0.15604,0.08094,0.0686,0.39164,0.00842,0.24532,0.07275,0.12355,0.44843,0.01365,0.50095,0.0575,0.96443,0.20395,0.33069,0.30676,0.0916,0.84807,0.09521,0.46715,8113.0
8119,9,131362536,131365905,0.0,0.02273,0.0,0.28123,0.0,0.0,0.02273,0.0,0.24826,0.0,0.0,0.02273,0.24266,0.02273,0.02273,0.2246,0.0,0.0,0.21033,0.25783,0.0,8119.0
8121,9,131411165,131417407,0.09192,0.37331,0.17154,0.30324,0.10449,0.38117,0.15054,0.02457,0.11447,0.01908,0.16305,0.0993,0.01636,0.09772,0.01217,0.07989,0.02157,0.10967,0.0822,0.01897,0.10671,8121.0
8127,9,134258814,134268927,0.00976,0.00871,0.01883,0.1078,0.28689,0.01919,0.01425,0.01976,0.09878,0.26994,0.01684,0.02747,0.12694,0.3103,0.02509,0.0688,0.21881,0.01371,0.08526,0.06171,0.2134,8127.0
8135,9,136623735,136627012,0.02046,0.11324,0.03189,0.04448,0.02727,0.04716,0.2173,0.01814,0.11238,0.01799,0.02043,0.25887,0.03015,0.25034,0.26826,0.15063,0.0206,0.01506,0.14776,0.14974,0.01709,8135.0
8144,9,138213852,138218839,0.01686,0.23377,0.01366,0.13081,0.12334,0.02772,0.31347,0.03801,0.10108,0.2024,0.06215,0.20875,0.58845,0.02723,0.15541,0.22284,0.12854,0.0186,0.50217,0.25164,0.07797,8144.0
8148,9,138479020,138480355,0.01107,0.03051,0.0192,0.02292,0.08226,0.00833,0.02133,0.01781,0.02079,0.12379,0.01402,0.01613,0.01533,0.1587,0.03239,0.02003,0.19098,0.02378,0.20483,0.02823,0.10369,8148.0
8159,9,140249394,140253775,0.02971,0.22927,0.01652,0.02049,0.01674,0.0723,0.32899,0.07379,0.01702,0.01966,0.02504,0.16458,0.27622,0.25545,0.4318,0.0627,0.05391,0.1531,0.02233,0.03784,0.0467,8159.0
8172,X,5053110,5057954,0.03271,0.02619,0.16843,0.07725,0.03279,0.23135,0.01278,0.06677,0.0258,0.07744,0.10429,0.08322,0.03167,0.07203,0.12663,0.03551,0.24981,0.02146,0.1581,0.05363,0.23657,8172.0
8173,X,5053361,5057758,0.03271,0.02619,0.16843,0.07725,0.03279,0.23135,0.01278,0.06677,0.0258,0.07744,0.10429,0.08322,0.03167,0.07203,0.12663,0.03551,0.24981,0.02146,0.1581,0.05363,0.23657,8173.0
8247,X,11951461,11959719,0.00886,0.01079,0.03919,0.18273,0.02767,0.02493,0.01535,0.05453,0.22566,0.04264,0.03256,0.05454,0.20171,0.04249,0.03708,0.07235,0.02132,0.01678,0.0864,0.10337,0.01517,8247.0
8284,X,31529162,31554252,0.01584,0.01778,0.01468,0.33203,0.03335,0.01064,0.05876,0.04935,0.29443,0.1064,0.01383,0.01457,0.34625,0.02669,0.04191,0.30655,0.03844,0.03439,0.31123,0.31376,0.08246,8284.0
8287,X,32986310,32990011,0.01235,0.09621,0.02733,0.06366,0.09128,0.02461,0.06954,0.05829,0.05305,0.16491,0.01616,0.19607,0.01639,0.32756,0.04446,0.19046,0.10926,0.08809,0.36857,0.03192,0.20537,8287.0
8306,X,37030806,37032279,0.01351,0.2095,0.01351,0.01351,0.01351,0.01351,0.1713,0.0,0.0,0.0,0.0,0.14678,0.13899,0.1333,0.18208,0.0,0.0,0.0,0.0,0.0,0.0,8306.0
8307,X,37030806,37038801,0.01351,0.2095,0.01351,0.01351,0.01351,0.01351,0.1713,0.0,0.0,0.0,0.0,0.14678,0.13899,0.1333,0.18208,0.0,0.0,0.0,0.0,0.0,0.0,8307.0
8311,X,38583351,38590833,0.06808,0.01985,0.51282,0.3327,0.5421,0.53743,0.1245,0.29182,0.14702,0.33479,0.29687,0.66468,0.46112,0.70838,0.63444,0.05499,0.03309,0.01382,0.0957,0.04404,0.02706,8311.0
8322,X,44712257,44728537,0.042,0.0,0.0,0.2791,0.0,0.0,0.03897,0.03599,0.15939,0.03479,0.03924,0.0,0.25335,0.0,0.0,0.22284,0.0,0.0,0.20868,0.25584,0.0,8322.0
8405,X,64085065,64093990,0.0,0.0,0.0,0.0,0.22709,0.0,0.0,0.0,0.0,0.20195,0.0,0.0,0.0,0.20733,0.0,0.0,0.18394,0.0,0.17775,0.0,0.20924,8405.0
8406,X,64085065,64105877,0.0,0.02273,0.0,0.0,0.22709,0.0,0.02273,0.0,0.0,0.20195,0.0,0.02273,0.02273,0.20755,0.02273,0.0,0.18394,0.0,0.17775,0.0,0.20924,8406.0
8411,X,67072745,67130550,0.06621,0.13017,0.0494,0.20593,0.09711,0.0853,0.02297,0.01652,0.06425,0.02042,0.01251,0.03352,0.02926,0.0166,0.01761,0.09017,0.03172,0.01789,0.04915,0.05366,0.01615,8411.0
8414,X,69729643,69748821,0.04786,0.05178,0.01326,0.16314,0.01101,0.0084,0.14432,0.10475,0.34671,0.07445,0.0632,0.03286,0.05125,0.05561,0.04945,0.13605,0.0285,0.01653,0.18881,0.16832,0.01587,8414.0
8426,X,77120587,77126607,0.01023,0.30858,0.04422,0.0133,0.07634,0.01521,0.38127,0.04311,0.02555,0.08304,0.02653,0.6104,0.32534,0.69494,0.28308,0.10171,0.03756,0.09617,0.17151,0.01467,0.14845,8426.0
8449,X,92795312,92803755,0.01324,0.03475,0.03749,0.02728,0.09297,0.01669,0.06629,0.07466,0.02162,0.16301,0.03711,0.01469,0.10902,0.05263,0.01662,0.12983,0.05408,0.02239,0.26495,0.06725,0.07538,8449.0
8456,X,93395090,93408524,0.04273,0.026,0.03704,0.60566,0.0,0.07631,0.02094,0.01879,0.44615,0.0352,0.01862,0.01532,0.53334,0.02448,0.04192,0.47972,0.03704,0.03194,0.49996,0.38332,0.05134,8456.0
8497,X,114957681,115006571,0.00885,0.01596,0.02766,0.01347,0.06558,0.05303,0.02078,0.04623,0.02182,0.11483,0.07085,0.01572,0.01561,0.11018,0.02259,0.03043,0.2848,0.02056,0.19534,0.04187,0.25819,8497.0
8498,X,115136691,115173004,0.01153,0.0633,0.04915,0.13282,0.18962,0.17049,0.0484,0.0436,0.14282,0.22576,0.15899,0.01452,0.05085,0.11181,0.05135,0.07461,0.17222,0.06762,0.0625,0.01451,0.05117,8498.0
8499,X,115136741,115157146,0.01153,0.0633,0.04915,0.13282,0.18962,0.17049,0.0484,0.0436,0.14282,0.22576,0.15899,0.01452,0.05085,0.11181,0.05135,0.07461,0.17222,0.06762,0.0625,0.01451,0.05117,8499.0
8528,X,126594243,126602654,0.06965,0.03507,0.02422,0.11209,0.14747,0.12379,0.02414,0.03738,0.05609,0.46639,0.02886,0.01531,0.08472,0.34598,0.0649,0.13302,0.34026,0.09411,0.63034,0.02941,0.60161,8528.0
