,chr,start,end,AFR-AMR,AFR-ARC,AFR-EA,AFR-OCN,AFR-SA,AFR-SIB,AFR-WEA,AMR-ARC,AMR-EA,AMR-OCN,AMR-SA,AMR-SIB,AMR-WEA,ARC-EA,ARC-OCN,ARC-SA,ARC-SIB,ARC-WEA,EA-OCN,EA-SA,EA-SIB,EA-WEA,OCN-SA,OCN-SIB,OCN-WEA,SA-SIB,SA-WEA,SIB-WEA
105,chr1,1678253,1678880,-0.00808,0.00733,0.01425,0.02879,-0.01674,0.05214,-0.00748,-0.0,-0.01754,-0.01485,-0.01428,-0.0,-0.00975,0.0006,-0.0,0.0046,,0.00181,-0.00733,-0.0002,0.00459,-0.00092,0.01142,0.0,0.00541,0.02878,-0.01136,0.01478
106,chr1,1397977,1443447,0.01208,-0.03536,-0.00679,-0.01577,0.01412,-0.01622,-0.00092,0.0,0.02309,-0.00976,,0.00924,0.0,-0.0355,-0.03755,-0.0,-0.05353,-0.01695,-0.00508,0.02707,-0.00883,0.01635,-0.01096,-0.02294,-0.01738,0.01039,0.0,-0.00796
107,chr1,1607184,1608165,-0.01667,-0.33636,-0.00524,0.24923,-0.01716,-0.01222,-0.00776,-0.475,-0.00684,0.22774,-0.01879,-0.01035,-0.00628,-0.18842,-0.09167,-0.23752,-0.06768,-0.05946,0.16673,-0.00692,-0.01956,-0.00523,0.20389,0.02534,0.10759,-0.00853,-0.00872,-0.0076
108,chr1,1572746,1576070,0.00333,-0.01034,-0.00583,0.28718,-0.01424,-0.00859,-0.00858,0.0,0.01572,0.29975,0.00246,0.02439,0.00245,-0.00855,0.03894,-0.00979,-0.06047,-0.00434,0.23249,-0.01645,0.00258,-0.00753,0.19446,0.2833,0.24116,-0.00826,-0.01229,-0.00351
109,chr1,1589004,1597176,0.0273,-0.36464,-0.00326,0.31499,-0.00624,-0.00199,0.00301,-0.33007,0.01088,0.34165,0.01151,0.01937,-0.00656,-0.19749,-0.44215,-0.20836,-0.23262,-0.29052,0.07629,-0.01482,-0.01468,0.00855,0.04052,0.02534,0.30089,-0.02079,0.00723,0.01428
110,chr1,1648958,1653936,0.00875,0.00122,0.0016,0.33281,-0.0126,0.00281,-0.00936,,0.0313,0.385,0.01399,0.05,0.00245,0.00433,0.1,0.00226,0.00907,0.00031,0.22394,-0.01362,-0.01513,0.00768,0.23489,0.18857,0.33349,-0.01646,-0.00755,0.0091
111,chr1,1666205,1671041,0.01094,-0.13122,0.00323,0.28617,0.00409,0.00579,-0.00298,-0.36577,0.03823,0.37496,0.05992,-0.01667,0.02607,-0.08416,-0.10582,-0.13723,-0.37077,-0.07829,0.16885,-0.01383,0.03371,-0.00836,0.16891,0.37103,0.20165,0.05261,-0.00953,0.02208
112,chr1,1623360,1633710,-0.01898,0.15502,-0.00767,0.07682,-0.00494,-0.00664,-0.00739,0.14259,-0.01525,0.03246,-0.01031,-0.01667,-0.01191,0.08682,0.09771,0.26644,0.06681,0.15786,0.02223,0.00682,-0.01473,0.00211,0.19219,-0.01457,0.10759,0.01354,-0.00909,0.00603
113,chr1,1415965,1417048,0.00333,-0.02872,-0.00033,0.01046,0.0039,-0.01763,0.00575,0.0,-0.0,0.0,,0.0,,-0.00843,0.01718,-0.0,-0.04545,0.0,0.01515,0.0,-0.00586,-0.0,0.0,0.00907,-0.0,-0.0,,0.0
114,chr1,1647577,1648958,0.00875,0.00122,0.0016,0.33281,-0.0126,0.00281,-0.00996,,0.0313,0.385,0.01399,0.05,0.00556,0.00433,0.1,0.00226,0.00907,0.0007,0.22394,-0.01362,-0.01513,0.00469,0.23489,0.18857,0.33057,-0.01646,-0.00963,0.00575
115,chr1,1656151,1662211,0.00875,-0.0325,0.01224,0.33281,0.02106,-0.00274,0.00143,0.0,0.04293,0.385,0.06993,0.02439,0.02638,-0.03916,-0.08308,-0.06453,-0.03307,-0.02988,0.19044,-0.01336,0.03114,-0.00752,0.16891,0.37103,0.22692,0.05261,-0.00634,0.01671
116,chr1,1568056,1576070,0.00333,-0.01034,0.00034,0.28718,-0.01424,-0.01121,-0.00927,0.0,0.02035,0.29975,0.00246,0.01978,-0.0005,-0.00712,0.03894,-0.00979,-0.01958,-0.00424,0.19575,-0.01422,-0.01316,0.00291,0.19446,0.20574,0.27785,-0.02003,-0.01037,-0.00597
117,chr1,1654286,1656151,0.00875,0.00122,0.0016,0.33281,-0.01689,-0.01611,-0.00971,,0.0313,0.385,-0.00187,0.0,0.00392,0.00433,0.1,-0.0003,0.0,0.00049,0.22394,-0.00449,0.0,0.00616,0.28764,0.31077,0.33201,-0.01988,-0.01362,-0.01179
118,chr1,1669152,1671041,0.0178,-0.13122,-0.00466,0.28617,0.01164,0.01833,-0.00384,-0.36082,0.03262,0.385,0.07513,,0.02976,-0.08789,-0.10582,-0.12197,-0.36184,-0.07763,0.19769,-0.00857,0.03362,-0.00992,0.14109,0.39032,0.20415,0.07692,-0.0057,0.03075
119,chr1,1587457,1593452,-0.00568,0.01105,0.00018,0.31184,-0.0141,-0.00391,0.00141,0.0,0.0043,0.33375,-0.00569,0.02439,0.00364,0.01009,0.1709,0.01904,0.05902,0.00634,0.07629,-0.0079,-0.00691,-0.00933,0.20389,0.23477,0.04885,-0.01894,-0.00464,-0.00388
120,chr1,1587457,1601225,0.00383,-0.34214,-0.00757,0.31184,-0.00177,-0.00809,0.00141,-0.33007,0.01327,0.34165,0.01151,0.00673,0.00802,-0.31552,-0.44215,-0.20836,-0.21846,-0.13909,0.23325,-0.00944,-0.01503,-0.00363,0.04052,0.03418,0.04885,-0.02152,-0.01203,-0.01369
121,chr1,1658926,1662211,0.00875,-0.00845,0.00994,0.33281,0.03018,-0.00274,0.00021,0.0,0.03977,0.385,0.07513,0.02439,0.02446,-0.00422,0.06558,-0.00387,-0.06047,-0.00414,0.19366,-0.0104,0.02831,-0.0077,0.14109,0.37103,0.22963,0.05927,-0.00079,0.01507
122,chr1,1638357,1638904,0.00333,-0.01034,-0.00157,0.30239,-0.01459,0.00343,-0.00914,0.0,0.01805,0.31073,0.00666,,0.0064,-0.00715,0.04301,-0.0153,-0.0,-0.00647,0.21889,-0.00936,0.01861,-0.00451,0.25566,0.31555,0.28725,0.00683,-0.01211,0.00662
123,chr1,1583097,1583645,-0.00415,0.00046,-0.01188,0.28718,-0.01646,-0.00393,-0.00957,0.0,-0.00417,0.28873,-0.00942,-0.02439,-0.0028,0.00038,0.07061,-0.00038,-0.0,0.00013,0.29606,-0.01583,-0.00398,-0.00926,0.24345,0.2938,0.27827,-0.00933,-0.01228,-0.00272
124,chr1,1385229,1412752,0.0178,-0.03654,-0.00714,0.02408,-0.01523,-0.01654,0.00742,0.0,0.00436,0.0,0.01756,0.02439,0.0,-0.02625,0.01718,-0.04931,-0.06047,-0.01695,0.0096,-0.01086,-0.00903,-0.00646,0.02551,0.03314,0.00484,-0.02076,0.00216,0.00692
125,chr1,1414262,1415965,-0.00919,-0.06829,-0.00909,0.07129,-0.01066,-0.0179,0.01266,-0.1569,0.00929,0.30052,-0.00063,-0.02348,0.06887,-0.08949,0.01718,-0.10691,-0.08524,-0.05475,0.13991,-0.01393,-0.01644,0.01083,0.18306,0.07188,0.07189,-0.01876,0.01257,0.00639
126,chr1,1623360,1635721,-0.01898,0.15502,1e-05,0.07682,-0.01722,-0.00114,-0.00739,0.14259,-0.00993,0.03246,-0.02104,-0.01328,-0.01191,0.05563,0.09771,0.13169,0.06072,0.15786,0.00238,-0.0058,-0.01562,0.01294,0.04496,-0.01802,0.10759,-0.00694,-0.01313,0.01321
127,chr1,1631312,1633710,0.00034,-0.10475,-0.01126,0.05304,-0.01505,-0.00428,-0.00909,-0.64179,-0.0001,0.20263,-0.0164,0.0221,-0.00245,-0.05416,-0.10485,-0.08902,-0.05246,-0.098,0.02409,-0.01141,-0.00772,-0.00828,0.05178,-0.01899,0.07443,0.0015,-0.01619,0.00546
128,chr1,1397977,1398627,,,-0.00653,-0.0,,-0.0,-0.0,,-0.00437,0.0,,-0.0,-0.0,-0.00059,-0.0,,0.0,0.0,-0.01209,-0.00514,-0.01202,-0.00354,-0.0,-0.02439,0.00754,0.0,0.0,0.00744
129,chr1,1656932,1666205,0.00875,-0.0325,-0.00032,0.33281,0.03018,-0.01524,0.00567,0.0,0.02775,0.385,0.07513,0.01978,0.02976,-0.03509,-0.08308,-0.06132,-0.06151,-0.0296,0.22601,-0.00373,-0.00687,-0.00941,0.14109,0.29377,0.20415,0.01578,-0.0057,-0.00205
130,chr1,1396080,1397291,,,-0.01084,-0.0,,-0.0,-0.0,,-0.00723,0.0,,-0.0,-0.0,-0.00097,-0.0,,0.0,0.0,-0.00133,-0.00852,-0.00137,-0.00862,-0.0,-0.02439,0.00754,0.0,0.0,0.00744
131,chr1,1610214,1614123,,0.0,-0.0,,,-0.0,,0.0,-0.0,,,-0.0,,0.02128,0.0,0.0,-0.02679,0.0,-0.0,0.0,0.00901,-0.0,,-0.0,,0.0,,-0.0
132,chr1,1387832,1389392,0.0,-0.0,-0.00081,-0.01667,-0.0,-0.01639,0.0,,-0.00723,-0.0,,0.0,,-0.00097,-0.0,,0.0,,-0.00054,-0.00852,-0.00056,-0.01289,-0.0,-0.02439,-0.0,-0.0,,0.0
133,chr1,1623360,1634508,-0.01898,0.15502,-0.00904,0.07682,-0.01722,-0.00664,-0.00739,0.14259,-0.01542,0.03246,-0.02104,-0.01667,-0.01191,0.08782,0.09771,0.13169,0.06681,0.15786,0.02531,-0.01305,-0.01343,-0.00076,0.04496,-0.01457,0.10759,-0.01106,-0.01313,0.00603
134,chr1,1678253,1680510,-0.00808,0.00733,0.01425,0.02879,-0.01674,0.05214,-0.00748,-0.0,-0.01754,-0.01485,-0.01428,-0.0,-0.00975,0.0006,-0.0,0.0046,,0.00181,-0.00733,-0.0002,0.00459,-0.00092,0.01142,0.0,0.00541,0.02878,-0.01136,0.01478
135,chr1,1414262,1430752,0.00333,0.011,-0.00877,0.02585,0.0039,-0.01763,-0.00909,0.0,0.0103,0.0209,,0.0,0.0,0.01074,-0.0459,0.0,0.01645,0.00637,0.02985,0.0121,-0.01551,-0.00211,0.02338,0.02675,0.01745,-0.0,0.0,-0.01266
136,chr1,1631312,1634508,0.0178,0.32101,0.02368,0.2804,-0.00954,0.01291,-0.0046,0.37367,0.02773,0.33375,0.00494,0.02439,0.00599,0.05448,0.09771,0.13967,0.06681,0.15986,0.00058,-0.00581,-0.0169,0.00982,0.04356,-0.01457,0.09829,-0.01373,-0.01322,-0.00098
137,chr1,1571353,1581769,0.00333,-0.01034,-0.00887,0.28718,-0.01424,-0.01121,-0.00858,0.0,0.00898,0.29975,0.00246,0.01978,0.00245,-0.00764,0.03894,-0.00979,-0.01958,-0.00434,0.23995,-0.01594,-0.01429,-0.00899,0.19446,0.20574,0.24116,-0.02003,-0.01229,-0.00923
138,chr1,1666205,1669943,0.00511,-0.02881,0.00971,0.33532,0.03318,0.00527,0.00757,0.0,0.03609,0.385,0.07513,,0.02976,-0.03635,-0.08308,-0.06132,0.0,-0.0296,0.19567,-0.00951,0.03719,-0.00973,0.14109,0.39032,0.20415,0.07692,-0.0057,0.03075
139,chr1,1662211,1666205,0.00875,0.00122,0.00994,0.33281,0.01149,-0.00471,0.00567,,0.03977,0.385,0.05507,-0.01562,0.02976,0.00554,0.1,0.00923,-0.00268,0.00383,0.19366,-0.01423,0.02739,-0.00946,0.17948,0.36216,0.20415,0.03721,-0.01117,0.0197
140,chr1,1605903,1607184,0.0,0.0,0.00228,0.31043,-0.01861,0.0,0.00335,,0.01256,0.29284,-0.01683,,0.00599,0.00171,0.06847,-0.00265,,0.00076,0.19754,-0.00112,0.01295,-0.00668,0.24073,0.29751,0.08023,-0.01727,0.00286,0.0062
141,chr1,1568056,1583645,0.00875,-0.0325,0.01208,0.31499,-0.01752,0.00919,-0.00751,0.0,0.01572,0.33375,-0.0085,0.01978,-0.00322,-0.00855,-0.04811,-0.0099,-0.01958,-0.00349,0.02223,-0.01033,-0.01528,0.00665,0.05558,0.01459,0.11929,-0.01489,-0.01314,0.00249
142,chr1,1678253,1683770,-0.01599,-0.00919,-0.00704,0.02107,-0.00765,0.00203,-0.00807,-0.01779,-0.01729,0.03246,-0.00738,-0.01619,-0.00801,-0.00915,-0.04811,-0.01246,-0.06047,-0.00543,0.07629,0.01071,-0.00691,0.0025,-0.01385,0.23477,0.00425,0.02682,-0.01018,0.00954
143,chr1,1638904,1678253,-0.01644,0.46989,0.0217,0.31029,0.01304,0.02154,0.00369,0.63333,0.01719,0.28853,0.01203,0.02105,0.0021,0.18489,0.06834,0.27974,0.26984,0.1954,0.14379,-0.01406,-0.01575,-0.00563,0.15695,0.12538,0.18622,-0.0204,-0.01018,-0.00825
144,chr1,1408066,1431547,-0.0068,0.00769,0.01754,-0.00763,-0.00796,0.03411,0.00137,0.0,0.0103,-0.00976,,0.02439,0.0,-0.03221,-0.03755,-0.0,-0.06047,-0.01695,-0.01587,0.0121,-0.01231,-0.00211,-0.01096,-0.01335,-0.01738,0.02736,0.0,0.00692
145,chr1,1623360,1638357,-0.01644,0.09315,0.00124,0.26452,-0.01679,0.00019,-0.00535,0.14259,0.00017,0.24503,-0.01977,0.0,-0.01154,0.02622,-0.05571,0.08003,0.02738,0.10599,0.16185,-0.00545,-0.01548,0.02041,0.22216,0.13448,0.30852,-0.00685,-0.01037,0.02082
146,chr1,1638904,1640838,0.00875,0.475,0.00756,0.33281,-0.01623,-0.01269,-0.00936,1.0,0.03609,0.385,0.00399,0.02439,0.00245,0.21466,0.05714,0.45213,0.45238,0.36772,0.19567,-0.0015,-0.0107,0.01433,0.28558,0.24433,0.33349,-0.01831,-0.01185,-0.00635
147,chr1,1397977,1403308,0.00875,0.00122,0.01244,-0.01667,0.01023,-0.01611,-0.00361,,-0.00723,-0.0,,0.0,0.0,-0.00097,-0.0,,0.0,0.0,-0.00054,-0.00852,-0.00056,-0.00096,-0.0,-0.02439,-0.01282,-0.0,0.0,-0.01266
148,chr1,1656932,1669943,0.0178,-0.03654,0.00511,0.28617,0.01164,-0.01423,-0.00779,0.0,0.04854,0.385,0.07513,0.01978,0.02223,-0.03875,-0.08308,-0.06132,-0.06151,-0.02779,0.1669,-0.01335,0.00698,-0.00291,0.14109,0.29377,0.231,0.01578,0.00028,-0.00628
149,chr1,1403308,1412752,0.01208,-0.03536,0.01733,-0.01644,0.01412,-0.01416,0.02456,0.0,-0.00723,-0.0,,0.02439,-0.0,-7e-05,-0.04762,-0.0,-0.06047,0.00637,-0.00054,-0.00852,0.03137,-0.00862,-0.0,-0.01667,0.00484,0.02736,0.0,0.03962
150,chr1,1653936,1654286,0.00875,0.00122,0.00994,0.33281,-0.01623,-0.01611,-0.00971,,0.03977,0.385,0.00399,0.0,0.00392,0.00554,0.1,0.00064,0.0,0.00049,0.19366,8e-05,0.00714,0.01535,0.28558,0.31077,0.33201,-0.01938,-0.01243,-0.01179
151,chr1,1671041,1678880,0.03347,-0.03895,-0.00861,0.24579,-0.01037,0.02797,-0.0091,0.01718,0.0458,0.39133,0.06292,0.0,0.03235,-0.03799,-0.08308,-0.05897,0.0,-0.02851,0.19366,-0.01423,0.04098,-0.00919,0.17948,0.39032,0.20551,0.05641,-0.01071,0.02838
152,chr1,1605903,1608165,0.00875,0.33868,0.00473,0.31499,-0.00673,-0.00199,0.00301,0.37367,0.01214,0.33375,-0.01447,0.00924,-0.00389,0.14029,0.09771,0.30208,0.13492,0.30271,0.06372,0.01433,-0.01713,0.02068,0.25553,0.02534,0.30089,0.01242,-0.01534,0.01428
153,chr1,1571353,1577258,0.00333,-0.01034,0.00034,0.28718,-0.01729,-0.01121,-0.00858,0.0,0.02035,0.29975,-0.0085,0.01978,0.00245,-0.00712,0.03894,-0.0099,-0.01958,-0.00434,0.19575,-0.00461,-0.01316,-0.00382,0.24608,0.20574,0.24116,-0.01489,-0.01124,-0.00923
154,chr1,1640539,1653936,0.00875,0.475,0.01932,0.33281,-0.0126,-0.00943,-0.00925,1.0,0.04854,0.385,0.01399,0.03378,0.00847,0.18687,0.05714,0.33929,0.44713,0.30409,0.1669,-0.00526,-0.00729,0.01382,0.23489,0.23677,0.29502,-0.02035,-0.01183,-0.00913
155,chr1,1658926,1671041,0.0178,-0.03654,0.01325,0.25487,0.01164,-0.01423,-0.00384,0.0,0.0576,0.35513,0.07513,0.01978,0.02976,-0.03934,-0.08557,-0.06132,-0.06151,-0.0296,0.11816,-0.01437,0.0144,-0.00324,0.11546,0.26313,0.17616,0.01578,-0.0057,-0.00205
156,chr1,1653936,1656151,0.00875,-0.0325,-0.00206,0.31558,-0.01692,-0.0161,-0.00944,0.0,0.02443,0.36448,-0.01023,0.00924,0.00494,-0.03329,-0.07995,-0.02158,-0.05353,-0.01878,0.21524,-0.00381,-0.00569,-0.00264,0.27454,0.28467,0.28008,-0.0187,-0.01266,-0.01028
157,chr1,1638904,1656151,0.00875,0.475,0.02952,0.33281,-0.01044,-0.00943,-0.00925,1.0,0.0576,0.385,0.01911,0.03378,0.00847,0.16364,0.05714,0.3354,0.44713,0.30409,0.14318,-0.00164,-0.00211,0.02341,0.22888,0.23677,0.29502,-0.02063,-0.01043,-0.00913
158,chr1,1387439,1387832,0.0,-0.0,0.00245,-0.01964,0.00571,-0.01639,0.00796,,-0.0058,-0.00976,0.0,0.0,0.00464,-0.00078,-0.00172,0.0,0.0,0.00058,-0.00806,-0.01041,0.00401,-0.01086,-0.00427,-0.02415,-0.00571,0.00795,-0.01233,0.00953
159,chr1,1571353,1572746,-0.00582,-0.00665,-0.00193,0.27599,-0.01369,-0.00954,-0.00898,-0.00294,0.01389,0.2806,-0.00374,-0.01963,-0.00348,-0.00855,0.03544,-0.00881,-0.02381,-0.00252,0.21929,-0.01657,0.00724,-0.00306,0.18587,0.27474,0.2334,-0.00842,-0.01043,-0.00509
160,chr1,1398627,1408066,0.02624,0.00371,0.00084,-0.01951,0.01907,-0.01849,0.00426,,-0.00281,-0.0,0.0,0.0,0.0,-0.00038,-0.0,0.0,0.0,0.0,-0.01363,-0.00737,-0.01349,-0.01023,-0.00825,-0.02439,-0.01282,-0.00808,-0.00455,-0.01266
161,chr1,1398627,1403308,0.00689,0.00028,-0.01045,-0.01751,0.00233,-0.01874,0.00345,0.0,-0.00095,0.00678,0.0,-0.00092,-0.0,-0.00052,-0.0,,-0.00115,,-0.01265,-0.00453,-0.01534,-0.00684,0.0,-0.02397,-0.0,-0.00746,,-0.0098
162,chr1,1636789,1638357,0.00333,-0.01034,-0.00176,0.31775,-0.01729,-0.015,-0.00698,0.0,0.01737,0.32673,-0.0085,0.00924,0.00707,-0.00698,0.04691,-0.0099,-0.01844,-0.00521,0.22954,-0.00618,-0.01258,-0.00769,0.27451,0.24251,0.26402,-0.01775,-0.01022,-0.01186
163,chr1,1640539,1654286,0.00875,0.475,0.01224,0.33281,-0.0126,0.00281,-0.00925,1.0,0.04293,0.385,0.01399,0.05,0.00847,0.21463,0.05714,0.33929,0.34286,0.30409,0.19044,-0.00921,-0.01563,0.00732,0.23489,0.18857,0.29502,-0.01646,-0.01183,-0.00135
164,chr1,1662211,1678253,-0.01228,-0.03654,0.01325,0.33281,0.01164,-0.01423,-0.00665,-0.04762,0.02091,0.35153,0.02442,-0.02294,-0.00131,-0.03934,-0.08254,-0.06132,-0.06151,-0.02988,0.17961,-0.01437,0.0144,0.00082,0.17917,0.34184,0.26913,0.01578,-0.00186,-0.00501
165,chr1,1387439,1392577,0.0,-0.0,-0.00081,-0.01667,-0.00434,-0.01639,0.0,,-0.00723,-0.0,0.01756,0.0,,-0.00097,-0.0,0.00285,0.0,,-0.00054,0.02341,-0.00056,-0.01289,-0.01766,-0.02439,-0.0,-0.01672,0.02701,0.0
166,chr1,1635721,1656932,0.00875,0.475,0.02952,0.30079,-0.00164,0.00281,-0.00925,1.0,0.0576,0.35513,0.03128,0.05,0.00847,0.16364,0.06875,0.27195,0.34286,0.30409,0.11816,-0.00975,-0.0116,0.02341,0.16248,0.16076,0.26411,-0.02071,-0.00442,-0.00135
167,chr1,1669943,1671041,0.00511,-0.02881,0.00718,0.33532,0.03318,-0.00047,-0.00069,0.0,0.03206,0.385,0.07513,-0.0,0.02011,-0.03432,-0.08308,-0.06132,-0.01701,-0.0266,0.19648,-0.00857,0.02714,-0.00812,0.14109,0.38061,0.2324,0.06786,0.00137,0.0159
168,chr1,56857153,56859429,0.00875,0.00122,0.01339,0.00875,0.01023,0.00902,0.01505,,,,,,,,,,,,,,,,,,,,,
169,chr1,207867913,207869737,0.04857,-0.04403,0.04936,0.04857,0.06499,0.0219,-0.00227,-0.04762,-0.01265,-0.025,-0.02174,-0.01667,0.01658,-0.0333,-0.04762,-0.03704,-0.06047,-0.03072,-0.01265,-0.00852,-0.01521,0.01511,-0.02174,-0.01667,0.01658,-0.01035,0.02654,-0.00029
170,chr1,120151645,120155174,0.00875,0.00122,0.02432,0.00875,0.01023,-0.01144,0.01505,,0.0,,,0.0,,0.0,,,0.0,,0.0,0.0,0.00579,-0.0,,0.0,,-0.0,,0.0
171,chr1,120111009,120113205,0.00875,-0.0179,0.00204,0.00875,-0.01044,0.00902,0.01505,0.0,0.00746,,0.0,,,-0.02961,-0.0,-0.03704,0.0,0.0,0.00746,-0.01339,0.00769,0.01315,0.0,,,-0.0,0.0,
172,chr1,120139258,120143201,,,0.01109,,0.0,0.0,,,0.00746,,0.0,0.0,,0.00101,,0.0,0.0,,0.00746,-0.01339,0.01167,0.01315,0.0,0.0,,0.00795,0.0,0.0
173,chr1,120101363,120119485,0.00875,-0.0325,-0.00522,0.00875,0.01587,-0.01611,0.01505,0.0,-0.00281,,0.0,0.0,,-0.01747,-0.0,0.01355,-0.04545,0.0,-0.00281,0.00096,-0.01349,-0.00499,0.0,0.0,,0.00795,0.0,0.0
174,chr1,120096044,120106682,0.00875,-0.0325,-0.00522,0.00875,-0.01359,0.01517,0.01505,0.0,-0.00281,,0.0,0.0,,-0.01747,-0.0,-0.03704,0.01645,0.0,-0.00281,-0.01285,0.00167,-0.00499,0.0,0.0,,0.00795,0.0,0.0
175,chr1,120105887,120106682,0.00522,-0.03086,-0.01061,0.00522,-0.01605,0.00537,0.00899,0.0,0.00746,,0.0,,,-0.02961,-0.0,-0.03704,0.0,-0.0,0.00746,-0.01339,0.00769,0.01315,0.0,,,0.0,0.0,
176,chr1,120104237,120110107,0.00875,-0.01722,-0.01185,0.00875,-0.01435,0.00902,0.01505,0.0,0.00746,,0.00666,,,-0.01576,0.0,-0.02882,0.0,0.0,0.00746,-0.01381,0.00769,0.01315,0.00666,,,0.00683,0.01031,
177,chr1,120107871,120110107,0.0,-0.00924,-0.00754,0.0,0.00211,0.01587,0.0,0.0,-0.00281,,0.00666,0.0,,-0.01747,-0.0,-0.04362,0.01645,0.0,-0.00281,-0.01011,0.00167,-0.00499,0.00666,0.0,,0.01576,0.01031,0.0
178,chr1,120113205,120113513,0.03417,0.0,0.01109,,-0.01992,0.0,-0.0,0.03301,0.0203,0.02625,-0.00603,-0.015,0.00823,-0.02961,-0.0,-0.01468,0.01645,0.00637,0.00746,-0.00929,0.01349,0.01667,-0.01447,0.0,-0.0,-0.01148,-0.02024,-0.01266
179,chr1,120125121,120155174,0.00875,-0.0325,-0.00522,0.00875,0.01587,0.01517,-0.00361,0.0,-0.00281,,0.0,0.0,-0.0,-0.01747,-0.0,0.01355,0.01645,-0.01695,-0.00281,0.00096,0.00167,-0.01023,0.0,0.0,-0.0,-0.02128,0.0045,0.00478
180,chr1,120143201,120151645,,0.0,,,,0.0,0.0,0.0,,,,0.0,-0.0,0.0,0.0,0.0,0.01645,0.00637,,,0.0,-0.0,,0.0,-0.0,-0.0,0.0,-0.01266
181,chr1,120111009,120128864,0.0,-0.02439,-0.01146,0.0,-0.01515,-0.01639,0.0,0.0,-0.00281,,0.0,0.0,,-0.01747,-0.0,-0.03704,-0.04545,0.0,-0.00281,-0.01285,-0.01349,-0.00499,0.0,0.0,,-0.02128,0.0,0.0
182,chr1,120151145,120151645,-0.01667,0.01905,-0.00814,-0.01228,-0.01302,0.0139,0.00742,0.02456,-0.01268,-0.01624,-0.01262,0.01393,0.00823,0.02695,0.01257,0.00941,-0.04545,0.00464,-0.00286,-0.00353,0.02108,0.01776,-0.01923,0.00662,-0.01282,0.0049,-0.01923,0.00349
183,chr1,1918939,1925823,,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
184,chr1,57407996,57417973,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,
185,chr1,120361116,120370133,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
186,chr1,1984298,1987235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
187,chr1,120531252,120663489,-0.01803,-0.05607,0.04515,0.00665,0.00464,-0.02612,-0.00776,-0.02012,0.01843,0.00254,-0.0004,-0.01798,-0.01001,-0.06857,-0.1,-0.11075,-0.01798,-0.01378,-0.01348,-0.00188,-0.01846,0.00633,-0.02162,-0.01979,-0.00332,-0.02284,-0.00431,-0.01888
188,chr1,120550433,120632388,0.0004,-0.05771,0.0535,0.01113,-0.007,0.11616,0.02249,-0.01103,0.04226,0.022,-0.02053,0.05524,0.03025,-0.06857,-0.1,-0.01079,-0.09524,-0.06801,-0.01348,0.02797,0.01922,7e-05,0.01138,0.03675,-0.01653,0.04037,0.01695,0.05671
189,chr1,120531252,120632288,-0.01952,-0.05771,0.0535,0.01113,-0.007,-0.02499,-0.00711,-0.02012,0.01843,0.00254,-0.0196,-0.01631,-0.01001,-0.06857,-0.1,-0.01079,-0.01745,-0.01378,-0.01348,0.02797,-0.02144,0.00633,0.01138,-0.02123,-0.00332,-0.00768,-0.00149,-0.01889
190,chr1,208015889,208021319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
191,chr1,120747274,120765533,0.01138,0.00738,0.06083,0.07006,0.03066,0.02239,0.03044,-0.00294,-0.01658,-0.0006,-0.025,-0.025,-0.02096,-0.00097,0.0,0.0,0.0,0.00119,-0.00485,-0.00571,-0.005,0.00386,0.02083,0.02326,0.02586,-0.02128,-0.00978,-0.01209
192,chr1,2162727,2164045,,,,,,,-0.0,,,,,,-0.0,,,,,0.0,,,,0.0,,,-0.0,,0.0,0.0
193,chr1,57565569,57568034,0.0,,,,,,,-0.0,-0.0,-0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
194,chr1,121106625,121150305,0.01989,-0.05319,0.00185,0.02099,-0.00086,-0.00539,0.0178,-0.09048,0.00701,-0.02327,-0.00655,-0.0083,-0.00341,-0.07815,-0.08683,-0.07485,-0.08191,-0.05577,0.00856,-0.01627,-0.01951,-0.00386,-0.00532,-0.00688,-0.00292,-0.02138,-0.01203,-0.01328
195,chr1,121087890,121150305,0.02844,0.01193,0.04185,-0.01663,0.00944,0.22538,0.082,0.0319,-0.01541,0.02315,-0.01862,0.05825,-0.0018,0.01812,0.02114,0.02125,0.08125,0.01919,0.02922,-0.00834,0.05357,0.00019,0.00492,0.19886,0.05618,0.09664,0.01378,0.01163
196,chr1,208443335,208458107,,,,,,,0.00721,,,,,,0.00464,,,,,0.00058,,,,0.00761,,,0.00464,,0.00554,0.0048
197,chr1,2401760,2404509,0.0,,,,,-0.0,,0.0,-0.0,0.0,0.0,-0.02439,-0.0,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,,0.0
